"filename", "language", "JSON", "JavaScript", "vue", "Markdown", "JSON with Comments", "HTML", "XML", "PostCSS", "Batch", "Java Properties", "Java", "comment", "blank", "total"
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\providers\IngresoProvider.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 59
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\providers\ProductoProvider.js", "JavaScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 100
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\providers\UsuarioProvider.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\providers\VentaProvider.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\router\index.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 48
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\stores\counter.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\stores\productoStore.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 26
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\stores\usuarioStore.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\views\AboutView.vue", "vue", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\views\DashboardOpciones.vue", "vue", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 159
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\views\EgresoView.vue", "vue", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\views\HomeView.vue", "vue", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\views\LoginView.vue", "vue", 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 255
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\views\ProductoView.vue", "vue", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\src\views\VentaView.vue", "vue", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\frontendbuddyfinv\vite.config.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 19
"c:\Users\Moreno\Desktop\PROGRAMACION\DESOFT1\BUDDYFINV\package-lock.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 4339, 475, 1812, 29, 8, 13, 127, 101, 139, 13, 1819, 242, 1139, 10256
